[7/10/18 02:41PM]	Recieved Private-Message from User: Thug which said 'added '	
[7/10/18 04:32PM]	Picked up an item (Id: Item [id=868, amount=10], Amount: 10) at Position: 1779, 5343, 1	
[7/10/18 04:32PM]	Picked up an item (Id: Item [id=868, amount=2], Amount: 2) at Position: 1779, 5343, 1	
[7/10/18 04:33PM]	Picked up an item (Id: Item [id=11338, amount=1], Amount: 1) at Position: 1783, 5328, 1	
[7/10/18 04:33PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/10/18 04:34PM]	Picked up an item (Id: Item [id=868, amount=12], Amount: 12) at Position: 1784, 5329, 1	
[7/10/18 04:34PM]	Picked up an item (Id: Item [id=868, amount=3], Amount: 3) at Position: 1784, 5329, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5341, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=12158, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=1432, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Dropped Item (Id: Item [id=811, amount=13], Amount: 1) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=9144, amount=20], Amount: 20) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=868, amount=9], Amount: 9) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=868, amount=11], Amount: 11) at Position: 1778, 5340, 1	
[7/10/18 04:36PM]	Picked up an item (Id: Item [id=811, amount=13], Amount: 13) at Position: 1778, 5340, 1	
[7/10/18 04:39PM]	Sold Item to shop (Id: 2360, Amount: 6)	
[7/10/18 04:39PM]	Sold Item to shop (Id: 2364, Amount: 10)	
[7/10/18 04:39PM]	Sold Item to shop (Id: 2364, Amount: 2)	
[7/10/18 04:39PM]	Sold Item to shop (Id: 1433, Amount: 2)	
[7/10/18 04:39PM]	Bought Item from shop (9) (Id: 13734, Amount: 1)	
[7/10/18 04:39PM]	Bought Item from shop (9) (Id: 7398, Amount: 1)	
[7/10/18 04:39PM]	Bought Item from shop (9) (Id: 7399, Amount: 1)	
[7/10/18 04:39PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 04:39PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 1387, Amount: 1)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 1383, Amount: 1)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 560, Amount: 500)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 562, Amount: 100)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 4117, Amount: 1)	
[7/10/18 04:40PM]	Bought Item from shop (9) (Id: 7400, Amount: 1)	
[7/10/18 04:44PM]	Picked up an item (Id: Item [id=2412, amount=1], Amount: 1) at Position: 2500, 4720, 0	
[7/10/18 04:44PM]	Dropped Item (Id: Item [id=2412, amount=1], Amount: 1900) at Position: 2503, 4722, 0	
[7/10/18 04:44PM]	Picked up an item (Id: Item [id=2414, amount=1], Amount: 1) at Position: 2516, 4720, 0	
[7/10/18 04:44PM]	Picked up an item (Id: Item [id=2414, amount=1], Amount: 1) at Position: 2516, 4720, 0	
[7/10/18 04:44PM]	Picked up an item (Id: Item [id=2413, amount=1], Amount: 1) at Position: 2507, 4723, 0	
[7/10/18 04:44PM]	Picked up an item (Id: Item [id=2413, amount=1], Amount: 1) at Position: 2507, 4723, 0	
[7/10/18 04:44PM]	Picked up an item (Id: Item [id=2412, amount=1], Amount: 1) at Position: 2503, 4722, 0	
[7/10/18 04:45PM]	Picked up an item (Id: Item [id=2412, amount=1], Amount: 1) at Position: 2500, 4719, 0	
[7/10/18 04:45PM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 3259, 3275, 0	
[7/10/18 04:46PM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 3259, 3275, 0	
[7/10/18 04:46PM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 3260, 3275, 0	
[7/10/18 04:46PM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 3259, 3272, 0	
[7/10/18 04:46PM]	Picked up an item (Id: Item [id=12158, amount=3], Amount: 3) at Position: 3260, 3271, 0	
[7/10/18 04:59PM]	Sold Item to shop (Id: 951, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 10)	
[7/10/18 04:59PM]	Sold Item to shop (Id: 443, Amount: 1)	
[7/10/18 05:00PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 05:00PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 05:00PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 05:00PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/10/18 05:05PM]	Picked up an item (Id: Item [id=995, amount=936], Amount: 936) at Position: 1778, 5341, 1	
[7/10/18 05:05PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/10/18 05:05PM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/10/18 05:05PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 09:22AM]	Sold Item to shop (Id: 11133, Amount: 1)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 11118, Amount: 1)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 1712, Amount: 1)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 562, Amount: 2)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 10)	
[7/11/18 09:22AM]	Sold Item to shop (Id: 560, Amount: 3)	
[7/11/18 09:23AM]	Bought Item from shop (9) (Id: 565, Amount: 250)	
[7/11/18 09:23AM]	Bought Item from shop (9) (Id: 565, Amount: 30)	
[7/11/18 09:23AM]	Bought Item from shop (9) (Id: 565, Amount: 40)	
[7/11/18 09:23AM]	Bought Item from shop (9) (Id: 565, Amount: 20)	
[7/11/18 09:23AM]	Bought Item from shop (9) (Id: 565, Amount: 10)	
[7/11/18 09:27AM]	Picked up an item (Id: Item [id=565, amount=27], Amount: 27) at Position: 1778, 5341, 1	
[7/11/18 09:27AM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/11/18 09:27AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 09:27AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 09:30AM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1784, 5330, 1	
[7/11/18 09:30AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
[7/11/18 09:34AM]	Picked up an item (Id: Item [id=830, amount=8], Amount: 8) at Position: 1778, 5341, 1	
[7/11/18 09:34AM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 1778, 5340, 1	
[7/11/18 09:34AM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1778, 5340, 1	
[7/11/18 09:34AM]	Picked up an item (Id: Item [id=11465, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 09:34AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 09:34AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 1778, 5340, 1	
[7/11/18 09:37AM]	Picked up an item (Id: Item [id=565, amount=27], Amount: 27) at Position: 1783, 5328, 1	
[7/11/18 09:37AM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1784, 5329, 1	
[7/11/18 09:37AM]	Picked up an item (Id: Item [id=12163, amount=2], Amount: 2) at Position: 1784, 5329, 1	
[7/11/18 09:37AM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1784, 5329, 1	
---[7/11/18 01:43PM]	---
Intro has given 600 Coal to Turtle
---[7/11/18 01:43PM]	---
Intro has received 1200000 Coins from Turtle
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 556, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 565, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 565, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 565, Amount: 500)	
[7/11/18 01:44PM]	Bought Item from shop (9) (Id: 565, Amount: 500)	
[7/11/18 01:50PM]	Picked up an item (Id: Item [id=830, amount=8], Amount: 8) at Position: 1779, 5343, 1	
[7/11/18 01:50PM]	Picked up an item (Id: Item [id=2359, amount=3], Amount: 3) at Position: 1779, 5344, 1	
[7/11/18 01:50PM]	Picked up an item (Id: Item [id=892, amount=8], Amount: 8) at Position: 1779, 5344, 1	
[7/11/18 01:50PM]	Picked up an item (Id: Item [id=12160, amount=7], Amount: 7) at Position: 1779, 5344, 1	
[7/11/18 01:50PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 1779, 5344, 1	
[7/11/18 01:52PM]	Picked up an item (Id: Item [id=952, amount=1], Amount: 1) at Position: 3564, 3306, 0	
[7/11/18 01:53PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 3557, 9700, 3	
[7/11/18 01:55PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 3549, 9685, 3	
[7/11/18 01:56PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3577, 3294, 0	
[7/11/18 01:59PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 3557, 3286, 0	
[7/11/18 02:01PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 3538, 9705, 3	
[7/11/18 02:02PM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 3556, 9716, 3	
[7/11/18 02:06PM]	Sent Private-Message to User: zelazz and said 'you understand how botched godwars is, '	
[7/11/18 02:07PM]	Recieved Private-Message from User: Zelazz which said 'ya totally broken, only boss that works 100% is bandos'	
[7/11/18 02:07PM]	Sent Private-Message to User: zelazz and said 'o ok. '	
[7/11/18 02:07PM]	Sent Private-Message to User: zelazz and said 'just making sure you knew, lol.'	
[7/11/18 02:07PM]	Recieved Private-Message from User: Zelazz which said 'hes remaking all of them so they work 100%'	
[7/11/18 02:08PM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 2833, 5303, 2	
[7/11/18 02:08PM]	Picked up an item (Id: Item [id=12163, amount=2], Amount: 2) at Position: 2834, 5301, 2	
[7/11/18 02:08PM]	Picked up an item (Id: Item [id=532, amount=1], Amount: 1) at Position: 2833, 5302, 2	
[7/11/18 02:08PM]	Sent Private-Message to User: zelazz and said 'holy fuck armadyls special attack. '	
[7/11/18 02:08PM]	Sent Private-Message to User: zelazz and said 'wtf. '	
[7/11/18 02:08PM]	Recieved Private-Message from User: Zelazz which said 'what about it '	
[7/11/18 02:09PM]	Sent Private-Message to User: zelazz and said 'he spawns like 20 tornados that split in a "x" '	
[7/11/18 02:09PM]	Sent Private-Message to User: zelazz and said 'and spam you. '	
[7/11/18 02:09PM]	Recieved Private-Message from User: Zelazz which said 'so completely broken haha? '	
[7/11/18 02:09PM]	Sent Private-Message to User: zelazz and said 'completely.'	
[7/11/18 02:10PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 2834, 5303, 2	
[7/11/18 02:10PM]	Sent Private-Message to User: zelazz and said 'well, you can completely avoid his special. '	
[7/11/18 02:10PM]	Sent Private-Message to User: zelazz and said 'so you can literally afk arma. '	
[7/11/18 02:11PM]	Sent Private-Message to User: zelazz and said 'mage prot and stand away from where he spawns the cluster.'	
[7/11/18 02:11PM]	Sent Private-Message to User: zelazz and said 'tele to me. '	
[7/11/18 02:12PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 3087, 3500, 0	
[7/11/18 02:12PM]	Picked up an item (Id: Item [id=560, amount=15], Amount: 15) at Position: 2861, 5353, 2	
[7/11/18 02:12PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2860, 5353, 2	
[7/11/18 02:12PM]	Dropped Item (Id: Item [id=7384, amount=1], Amount: 15) at Position: 2860, 5353, 2	
[7/11/18 02:12PM]	Picked up an item (Id: Item [id=7384, amount=1], Amount: 1) at Position: 2860, 5353, 2	
---[7/11/18 02:14PM]	---
Intro has received 1 Key from Vali
[7/11/18 02:15PM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 2865, 5359, 2	
[7/11/18 02:15PM]	Picked up an item (Id: Item [id=4834, amount=1], Amount: 1) at Position: 2865, 5359, 2	
[7/11/18 02:21PM]	Picked up an item (Id: Item [id=9144, amount=7], Amount: 7) at Position: 2385, 5083, 2136	
[7/11/18 02:21PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2383, 5081, 2136	
[7/11/18 02:21PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5081, 2136	
[7/11/18 02:24PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2381, 5074, 2136	
[7/11/18 02:25PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2384, 5074, 2136	
[7/11/18 02:27PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2385, 5084, 2136	
[7/11/18 02:27PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2388, 5081, 2136	
[7/11/18 02:28PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2385, 5095, 2136	
[7/11/18 02:29PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2385, 5097, 2136	
[7/11/18 02:31PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2389, 5081, 2136	
[7/11/18 02:31PM]	Sent Private-Message to User: vali and said 'i swear none of the hp is correct on the fight cave npcs. '	
[7/11/18 02:32PM]	Sent Private-Message to User: vali and said 'the 180 has a ton of hp, about as much as the 360. '	
[7/11/18 02:33PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2372, 5079, 2136	
[7/11/18 02:33PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5080, 2136	
[7/11/18 02:35PM]	Recieved Private-Message from User: Vali which said 'looking into it now'	
[7/11/18 02:35PM]	Sent Private-Message to User: vali and said 'lemmie swindle like 25 bolts, if i run out during caves ill kms. '	
[7/11/18 02:36PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2385, 5081, 2136	
[7/11/18 02:36PM]	Sent Private-Message to User: vali and said 'o '	
[7/11/18 02:36PM]	Sent Private-Message to User: vali and said 'even better bolts.'	
[7/11/18 02:36PM]	Recieved Private-Message from User: Vali which said 'only id i remember'	
[7/11/18 02:36PM]	Recieved Private-Message from User: Vali which said 'enjoy '	
[7/11/18 02:36PM]	Sent Private-Message to User: vali and said 'l0l0l '	
[7/11/18 02:36PM]	Sent Private-Message to User: vali and said 'they'll work.'	
[7/11/18 02:36PM]	Sent Private-Message to User: vali and said '2 restores, 12 sharks, gl m3. '	
[7/11/18 02:37PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5091, 2136	
[7/11/18 02:37PM]	Sent Private-Message to User: vali and said 'ill drop whatever gp on the ground after this towards those bolts.'	
[7/11/18 02:37PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2385, 5093, 2136	
[7/11/18 02:37PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2385, 5094, 2136	
[7/11/18 02:37PM]	Recieved Private-Message from User: Vali which said 'what wave are you on?'	
[7/11/18 02:38PM]	Sent Private-Message to User: vali and said 'cant tell.'	
[7/11/18 02:38PM]	Recieved Private-Message from User: Vali which said 'should say in the chat'	
[7/11/18 02:38PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2381, 5081, 2136	
[7/11/18 02:38PM]	Sent Private-Message to User: vali and said 'doesnt.'	
[7/11/18 02:38PM]	Sent Private-Message to User: vali and said 'im scared now of running out of prayer, honestly.'	
[7/11/18 02:38PM]	Sent Private-Message to User: vali and said 'they take so long to kill. '	
[7/11/18 02:38PM]	Sent Private-Message to User: vali and said 'my prayer drains fast as fuck. '	
[7/11/18 02:39PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2388, 5081, 2136	
[7/11/18 02:41PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2385, 5081, 2136	
[7/11/18 02:42PM]	Sent Private-Message to User: vali and said 'o fuck thanks. '	
[7/11/18 02:44PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5081, 2136	
[7/11/18 02:45PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2381, 5081, 2136	
[7/11/18 02:45PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2386, 5081, 2136	
[7/11/18 02:47PM]	Picked up an item (Id: Item [id=9144, amount=5], Amount: 5) at Position: 2384, 5081, 2136	
[7/11/18 02:49PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2384, 5081, 2136	
[7/11/18 02:49PM]	Picked up an item (Id: Item [id=9144, amount=2], Amount: 2) at Position: 2387, 5080, 2136	
[7/11/18 02:53PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2386, 5081, 2136	
[7/11/18 02:54PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2389, 5081, 2136	
[7/11/18 02:56PM]	Picked up an item (Id: Item [id=9144, amount=3], Amount: 3) at Position: 2372, 5079, 2136	
[7/11/18 02:56PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2373, 5078, 2136	
[7/11/18 02:56PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2374, 5078, 2136	
[7/11/18 02:57PM]	Sent Private-Message to User: vali and said 'this is actually confusing, cause its so random on monster spawns.'	
[7/11/18 02:57PM]	Sent Private-Message to User: vali and said 'one wave was purely high level monsters. '	
[7/11/18 02:57PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5093, 2136	
[7/11/18 02:57PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5090, 2136	
[7/11/18 02:58PM]	Recieved Private-Message from User: Vali which said 'are you gonna make it? '	
[7/11/18 02:58PM]	Sent Private-Message to User: vali and said 'honestly. '	
[7/11/18 02:58PM]	Sent Private-Message to User: vali and said 'with how i've used 300 rune bolts. '	
[7/11/18 02:58PM]	Sent Private-Message to User: vali and said 'and almsot all the d bolts.'	
[7/11/18 02:59PM]	Sent Private-Message to User: vali and said 'i don't think so, the npcs hp are way too high it feels. '	
[7/11/18 02:59PM]	Sent Private-Message to User: vali and said 'ive been in this for 40mins on a supposed 24 wave game.'	
[7/11/18 02:59PM]	Sent Private-Message to User: vali and said 'lol. '	
[7/11/18 02:59PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2372, 5080, 2136	
[7/11/18 02:59PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2373, 5078, 2136	
[7/11/18 02:59PM]	Picked up an item (Id: Item [id=9144, amount=4], Amount: 4) at Position: 2385, 5078, 2136	
[7/11/18 03:01PM]	Sent Private-Message to User: vali and said 'literally going to run out of restores and bolts. '	
[7/11/18 03:01PM]	Sent Private-Message to User: vali and said 'it feels un doable.'	
[7/11/18 03:01PM]	Sent Private-Message to User: vali and said 'till updated. '	
[7/11/18 03:02PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2384, 5081, 2136	
[7/11/18 03:02PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2385, 5080, 2136	
[7/11/18 03:02PM]	Picked up an item (Id: Item [id=9144, amount=1], Amount: 1) at Position: 2388, 5081, 2136	
[7/11/18 03:05PM]	Picked up an item (Id: Item [id=9244, amount=3], Amount: 3) at Position: 2384, 5081, 2136	
[7/11/18 03:05PM]	Sent Private-Message to User: vali and said 'gg.'	
[7/11/18 03:06PM]	Sent Private-Message to User: vali and said '0 restores, 16 bolts. ill wait till updated, this shits impossible.'	
[7/11/18 03:07PM]	Picked up an item (Id: Item [id=9244, amount=4], Amount: 4) at Position: 2385, 5080, 2136	
[7/11/18 03:07PM]	Picked up an item (Id: Item [id=9244, amount=1], Amount: 1) at Position: 2385, 5080, 2136	
[7/11/18 03:08PM]	Picked up an item (Id: Item [id=9244, amount=4], Amount: 4) at Position: 2371, 5079, 2136	
[7/11/18 03:10PM]	Picked up an item (Id: Item [id=9244, amount=3], Amount: 3) at Position: 2384, 5081, 2136	
[7/11/18 03:12PM]	Picked up an item (Id: Item [id=9244, amount=2], Amount: 2) at Position: 2389, 5080, 2136	
[7/11/18 03:13PM]	Picked up an item (Id: Item [id=9244, amount=2], Amount: 2) at Position: 2385, 5081, 2136	
[7/11/18 03:14PM]	Picked up an item (Id: Item [id=9244, amount=3], Amount: 3) at Position: 2385, 5080, 2136	
[7/11/18 03:15PM]	Picked up an item (Id: Item [id=9244, amount=1], Amount: 1) at Position: 2385, 5079, 2136	
[7/11/18 03:16PM]	Picked up an item (Id: Item [id=9244, amount=2], Amount: 2) at Position: 2385, 5080, 2136	
[7/11/18 03:16PM]	Picked up an item (Id: Item [id=9244, amount=3], Amount: 3) at Position: 2385, 5084, 2136	
