[3/7/18 04:52AM]	Valie: f	
[7/6/18 05:01PM]	Plug: haha	
[7/6/18 05:01PM]	Plug: yeah;' 	
[7/6/18 05:01PM]	Plug: my minotaur is a beast	
[7/6/18 05:02PM]	Plug: casket	
[7/6/18 05:02PM]	Plug: sara robe top again -.- 	
[7/6/18 05:02PM]	Plug: from where? 	
[7/6/18 05:02PM]	Plug: casket?	
[7/6/18 05:02PM]	Plug: ooo 	
[7/6/18 05:02PM]	Plug: i got those :) 	
[7/6/18 05:02PM]	Plug: trousers	
[7/6/18 05:04PM]	Plug: brb 	
[7/6/18 05:05PM]	Plug: you smoke at all vali? 	
[7/6/18 05:05PM]	Plug: dat 2h 	
[7/6/18 05:05PM]	Plug: oo	
[7/6/18 05:05PM]	Plug: 80 nats 	
[7/6/18 05:05PM]	Plug: i like nature runes	
[7/6/18 05:05PM]	Plug: :d 	
[7/6/18 05:06PM]	Plug: gotta pack a bong 	
[7/6/18 05:06PM]	Plug: thats how i grinded skilling last night	
[7/6/18 05:06PM]	Plug: just got super stoned haha 	
[7/6/18 05:08PM]	Plug: brb 	
[7/6/18 05:29PM]	Plug: lel 	
[7/6/18 05:30PM]	Plug: i was	
[7/6/18 05:30PM]	Plug: im 68 slayer	
[7/6/18 05:30PM]	Plug: :d 	
[7/6/18 05:30PM]	Plug: 1,041 total level 	
[7/6/18 05:32PM]	Plug: yea :p 	
[7/6/18 05:32PM]	Plug: true :p 	
[7/6/18 05:42PM]	Plug: wont le me	
[7/6/18 05:42PM]	Plug: let* 	
[7/6/18 05:47PM]	Plug: still doesnt trade :p 	
[7/6/18 05:49PM]	Iron pete: i dont think so	
[7/6/18 05:49PM]	Iron pete: just afk fishng	
[7/6/18 05:49PM]	Iron pete: while playing other game	
[7/6/18 05:51PM]	Plug: :p	
[7/6/18 05:51PM]	Plug: brb 	
[7/6/18 05:59PM]	Blazinblunts: where can i buy a skillcape?	
[7/6/18 05:59PM]	Blazinblunts: ahh thank u	
[7/6/18 06:00PM]	Blazinblunts: forgot money lol	
[7/6/18 06:02PM]	Blazinblunts: thanks 	
[7/6/18 06:04PM]	Blazinblunts: :o 	
[7/6/18 06:05PM]	Iron pete: yoo	
[7/6/18 06:06PM]	Iron pete: i dig it 	
[7/6/18 06:08PM]	Iron pete: whats up	
[7/6/18 06:08PM]	Iron pete: im heading to home 	
[7/6/18 06:12PM]	Iron pete: yo 	
[7/6/18 06:13PM]	Iron pete: sup josh	
[7/6/18 06:13PM]	Josh: whats good	
[7/6/18 06:13PM]	Iron pete: grinding man grinding haha 	
[7/6/18 06:59PM]	Josh: my guy	
[7/6/18 06:59PM]	Josh: whats good bro 	
[7/6/18 07:00PM]	Josh: working on my car irl 	
[7/6/18 07:00PM]	Josh: lmao 	
[7/6/18 07:00PM]	Josh: and dev	
[7/6/18 07:00PM]	Josh: honda prelude	
[7/6/18 07:00PM]	Josh: 200	
[7/6/18 07:00PM]	Josh: 2000	
[7/6/18 07:00PM]	Josh: my ex	
[7/6/18 07:00PM]	Josh: drove into it	
[7/6/18 07:00PM]	Josh: lmao 	
[7/6/18 07:00PM]	Josh: so im sanding the fucking scratches 	
[7/6/18 07:00PM]	Josh: such a bitch lmao 	
[7/6/18 07:01PM]	Josh: yeah they're pretty fun lol, u got anything 	
[7/6/18 07:01PM]	Josh: dirve8	
[7/6/18 07:01PM]	Josh: drive	
[7/6/18 07:01PM]	Josh: ooooo 	
[7/6/18 07:01PM]	Josh: freshhhh 	
[7/6/18 07:01PM]	Josh: ayyyeeee 	
[7/6/18 07:01PM]	Josh: in the us 	
[7/6/18 07:01PM]	Josh: ??	
[7/6/18 07:01PM]	Josh: fr3sh 	
[7/6/18 07:01PM]	Josh: lol 	
[7/6/18 07:01PM]	Josh: im working on my project too 	
[7/6/18 07:01PM]	Josh: lmako 	
[7/6/18 07:01PM]	Josh: been working on it 3 months so far 	
[7/6/18 07:01PM]	Josh: i remember talking to you long ago lol	
[7/6/18 07:04PM]	Plug: hey :p 	
[7/6/18 07:04PM]	Plug: packin a bong quick :p	
[7/6/18 07:07PM]	Plug: 97	
[7/6/18 07:07PM]	Plug: :p	
[7/6/18 07:15PM]	Plug: 98	
[7/6/18 07:16PM]	Plug: nah 	
[7/6/18 07:16PM]	Plug: 87	
[7/6/18 07:16PM]	Plug: i got maybe like 500-750 gems in bank too :p and ikk	
[7/6/18 07:17PM]	Plug: yeah 	
[7/6/18 07:20PM]	Plug: wonder if ill get an onyx before 99	
[7/6/18 07:21PM]	Plug: i hope haha	
[7/6/18 07:21PM]	Plug: ooo 	
[7/6/18 07:22PM]	Plug: well, do any monsters drop noted dragonhides?	
[7/6/18 07:25PM]	Plug: ok :p	
[7/6/18 07:25PM]	Plug: oo	
[7/6/18 07:25PM]	Plug: ty :p	
[7/6/18 07:25PM]	Plug: ill prob have to come back here anyways	
[7/6/18 07:26PM]	Plug: after i craft these gems 	
[7/6/18 07:26PM]	Plug: and i want that onyx haha	
[7/6/18 07:27PM]	Plug: yeah 	
[7/6/18 07:27PM]	Plug: yep :)	
[7/6/18 07:28PM]	Plug: hell yea :p	
[7/6/18 07:29PM]	Plug: ooo 	
[7/6/18 07:29PM]	Plug: yay :d 	
[7/6/18 07:30PM]	Plug: yea it will be a lot harder once the minions pile 	
[7/6/18 08:02PM]	Plug: ahh ok :p	
[7/6/18 08:02PM]	Blazinblunts: aww what i get xd	
[7/6/18 08:03PM]	Plug: need that onyxxx	
[7/6/18 08:03PM]	Blazinblunts: :p	
[7/6/18 08:03PM]	Plug: 99 and still didnt get one haha	
[7/6/18 08:04PM]	Plug: its 1:3000	
[7/6/18 08:07PM]	Plug: i should start doin melee soon lol 	
[7/6/18 08:07PM]	Blazinblunts: lol 	
[7/6/18 08:11PM]	Blazinblunts: lol u thievin to 	
[7/6/18 08:17PM]	Blazinblunts: hmmm 	
[7/6/18 08:18PM]	Plug: ayy 	
[7/6/18 08:18PM]	Plug: x[)	
[7/6/18 08:18PM]	Plug: you good	
[7/6/18 08:18PM]	Plug: i got 2 more pouches 	
[7/6/18 08:18PM]	Plug: "::p	
[7/6/18 08:18PM]	Plug: :p * 	
[7/6/18 08:18PM]	Plug: where the hell is entry 	
[7/6/18 08:18PM]	Plug: lmao 	
[7/6/18 08:18PM]	Plug: ohh hah 	
[7/6/18 08:20PM]	Plug: ok :p	
[7/6/18 08:21PM]	Plug: imps dont i dont think 	
[7/6/18 08:21PM]	Plug: maybe knights do 	
[7/6/18 08:22PM]	Plug: ahh damn 	
[7/6/18 08:22PM]	Plug: ok :p	
[7/6/18 08:22PM]	Plug: sure :p 	
[7/6/18 08:23PM]	Plug: ty 	
[7/6/18 08:28PM]	Blazinblunts: almost 80	
[7/6/18 08:45PM]	Plug: sec	
[7/6/18 08:45PM]	Blazinblunts: naaa wanna get 99 thieve 	
[7/6/18 08:45PM]	Blazinblunts: lol 	
[7/6/18 08:45PM]	Plug: vali 	
[7/6/18 08:45PM]	Plug: what ray	
[7/6/18 08:46PM]	Plug: pray*	
[7/6/18 08:46PM]	Plug: ok :p	
[7/6/18 08:47PM]	Plug: none of them are	
[7/6/18 08:47PM]	Plug: wait 	
[7/6/18 08:47PM]	Plug: it did i think 	
[7/6/18 08:47PM]	Plug: door doesnt work	
[7/6/18 08:47PM]	Plug: haha	
[7/6/18 08:48PM]	Plug: oh wtf	
[7/6/18 08:48PM]	Plug: it says i need 40 kills but opens 	
[7/6/18 08:48PM]	Plug: ahh 	
[7/6/18 08:49PM]	Plug: lol 	
[7/6/18 08:49PM]	Plug: thru the dor	
[7/6/18 08:49PM]	Plug: door*	
[7/6/18 08:50PM]	Plug: haha damn	
[7/6/18 08:51PM]	Plug: yea :p 	
[7/6/18 08:51PM]	Plug: okay sounds good 	
[7/6/18 08:51PM]	Plug: see ya 	
[7/6/18 08:51PM]	Plug: i prob will :p 	
[7/6/18 09:00PM]	Blazinblunts: cant wait for 99 	
[7/6/18 09:00PM]	Plug: haha i got it earlier :p 	
[7/6/18 09:00PM]	Plug: im just here for 99 craft now 	
[7/6/18 09:00PM]	Plug: and an onyx 	
[7/6/18 09:00PM]	Blazinblunts: nice 	
[7/6/18 09:00PM]	Plug: ye :p	
[7/6/18 09:15PM]	Plug: gz	
[7/6/18 09:24PM]	Foxx: loll	
[7/6/18 09:24PM]	Plug: ? :p 	
[7/6/18 09:24PM]	Foxx: recording blazin  	
[7/6/18 09:24PM]	Blazinblunts: omg 	
[7/6/18 09:24PM]	Foxx: he bottin like a mofo 	
[7/6/18 09:24PM]	Blazinblunts: there a bank here 	
[7/6/18 09:24PM]	Blazinblunts: and wrong lol. 	
[7/6/18 09:24PM]	Foxx: i see how you'r walking m8	
[7/6/18 09:24PM]	Foxx: lmaoo	
[7/6/18 09:25PM]	Foxx: you auto clickim 	
[7/6/18 09:25PM]	Foxx: **clickin	
[7/6/18 09:25PM]	Foxx: gotta make a forum acc l0l	
[7/6/18 09:28PM]	Foxx: blazin	
[7/6/18 09:28PM]	Foxx: might as well stop	
[7/6/18 09:28PM]	Blazinblunts: ?	
[7/6/18 09:28PM]	Foxx: you're gunna get banned	
[7/6/18 09:28PM]	Blazinblunts: yea ok.	
[7/6/18 09:28PM]	Foxx: you walked the same steps 5x in a row 	
[7/6/18 09:28PM]	Foxx: i saw you lmao 	
[7/6/18 09:28PM]	Foxx: got it on recording too	
[7/6/18 09:28PM]	Foxx: xd 	
[7/6/18 09:28PM]	Foxx: soon as i said something	
[7/6/18 09:28PM]	Foxx: you aint doin it no more l00ll	
[7/6/18 09:29PM]	Foxx: you too obvious xd	
[7/6/18 09:56PM]	Mystlc: ......	
[7/6/18 11:08PM]	Plug: hey	
[7/6/18 11:08PM]	Plug: pm :p 	
[7/6/18 11:09PM]	Plug: guy in discord, lemme find name 	
[7/6/18 11:09PM]	Plug: foxx 	
[7/6/18 11:09PM]	Plug: ahhh	
[7/6/18 11:09PM]	Plug: yeah 	
[7/6/18 11:09PM]	Plug: it doesnt bother me :p	
[7/6/18 11:10PM]	Blazinblunts: hi	
[7/6/18 11:11PM]	Blazinblunts: i hear ya i kno the rules 	
[7/6/18 11:12PM]	Blazinblunts: lolll im suprised i wasnt respondin i was hammered 	
[7/6/18 11:13PM]	Blazinblunts: i forgot what i was doin lol	
[7/6/18 11:13PM]	Blazinblunts: \	
[7/6/18 11:13PM]	Blazinblunts: oh yyeaa	
[7/6/18 11:14PM]	Plug: yea :p 	
[7/6/18 11:15PM]	Plug: still not enough gems yet 	
[7/6/18 11:15PM]	Plug: :	
[7/6/18 11:15PM]	Plug: :	
[7/6/18 11:15PM]	Plug: :( * 	
[7/6/18 11:16PM]	Plug: idk if it was me, but green dragons had pretty high defence	
[7/6/18 11:16PM]	Plug: like unusually high	
[7/6/18 11:16PM]	Plug: against range at lest 	
[7/6/18 11:16PM]	Plug: least* 	
[7/6/18 11:18PM]	Plug: 3 more levels	
[7/6/18 11:18PM]	Plug: till 99 craft 	
[7/6/18 11:19PM]	Plug: haha i love this server ;p	
[7/6/18 11:19PM]	Plug: got these too	
[7/6/18 11:19PM]	Plug: :p	
[7/6/18 11:20PM]	Plug: brb 	
[7/6/18 11:26PM]	Plug: hmmm 	
[7/6/18 11:26PM]	Plug: they dont have to be anything crazy 	
[7/6/18 11:26PM]	Plug: just something that prevents macros	
[7/6/18 11:26PM]	Plug: ya know?	
[7/6/18 11:27PM]	Plug: i'd be cool with either 	
[7/6/18 11:39PM]	Plug: i hate mining 	
[7/6/18 11:39PM]	Plug: haha :p 	
[7/6/18 11:40PM]	Josh: w0rd	
[7/6/18 11:40PM]	Josh: oohh ok	
[7/6/18 11:41PM]	Josh: im bored as fuc 	
[7/6/18 11:41PM]	Josh: im tired 	
[7/6/18 11:41PM]	Josh: of devleoping 	
[7/6/18 11:41PM]	Josh: lol 	
[7/6/18 11:41PM]	Josh: so far away from goal 	
[7/6/18 11:41PM]	Josh: yeah dude i noticed 	
[7/6/18 11:41PM]	Josh:  iused to talk t oyou 	
[7/6/18 11:41PM]	Josh: alot back in the day	
[7/6/18 11:41PM]	Josh: lol 	
[7/6/18 11:41PM]	Josh: yeah man	
[7/6/18 11:41PM]	Josh: u were working on a bunch of projects 	
[7/6/18 11:41PM]	Josh: i ahd u on skype 	
[7/6/18 11:42PM]	Josh: joshs lol	
[7/6/18 11:42PM]	Josh: it was lon ago	
[7/6/18 11:42PM]	Josh: tho 	
[7/6/18 11:42PM]	Josh: yeah llolol	
[7/6/18 11:42PM]	Josh: been back for a couple months 	
[7/6/18 11:42PM]	Josh: yea l0000000000000000l 	
[7/6/18 11:42PM]	Josh: i have nt heard from him he hadd a kid 	
[7/6/18 11:42PM]	Josh: yeah dude l000000000000l 	
[7/6/18 11:43PM]	Josh: those days 	
[7/6/18 11:43PM]	Josh: now its all different	
[7/6/18 11:43PM]	Josh: yeah dude	
[7/6/18 11:43PM]	Josh: i hate it tbh	
[7/6/18 11:43PM]	Josh: yeah dude	
[7/6/18 11:43PM]	Josh: i got my hands on rsps pk's source	
[7/6/18 11:43PM]	Josh: it oculd 	
[7/6/18 11:43PM]	Josh: i was tihbnking of doing this 	
[7/6/18 11:43PM]	Josh: with my project 	
[7/6/18 11:43PM]	Josh: curses with summon osrs 	
[7/6/18 11:44PM]	Josh: just all around	
[7/6/18 11:44PM]	Josh: thats fresh lol	
[7/6/18 11:44PM]	Josh: yeah exactly dude 	
[7/6/18 11:44PM]	Josh: thats what i was amimng for 	
[7/6/18 11:44PM]	Josh: with my project 	
[7/6/18 11:44PM]	Josh: lol 	
[7/6/18 11:44PM]	Josh: thats sick lol	
[7/6/18 11:45PM]	Josh: i have a base for 602 os	
[7/6/18 11:45PM]	Josh: like ur base tho	
[7/6/18 11:45PM]	Josh: runesource is pretty good 	
[7/6/18 11:45PM]	Josh: i used to mess with it.	
[7/6/18 11:45PM]	Josh: yea i figured  	
[7/6/18 11:45PM]	Josh: oohh thats goo 	
[7/6/18 11:45PM]	Josh: my projects sql based	
[7/6/18 11:45PM]	Josh: lmao 	
[7/6/18 11:45PM]	Josh: good stability 	
[7/6/18 11:46PM]	Josh: but, just a bitch  	
[7/6/18 11:46PM]	Josh: to upgrade everythingits from 2012 	
[7/6/18 11:46PM]	Josh: 2015	
[7/6/18 11:46PM]	Josh: mb	
[7/6/18 11:48PM]	Josh: hows life btw 	
[7/6/18 11:48PM]	Josh: lol 	
[7/6/18 11:48PM]	Josh: anything new 	
[7/6/18 11:48PM]	Josh: ooo thats pretty good right lol 	
[7/6/18 11:49PM]	Josh: she distracting you from developing at all  	
[7/6/18 11:49PM]	Josh: yeahh facts	
[7/6/18 11:49PM]	Josh: my girl always wants attention lmao	
[7/6/18 11:49PM]	Josh: oohh thats sick 	
[7/6/18 11:49PM]	Josh: lol 	
[7/6/18 11:50PM]	Josh: region handling is shit 	
[7/6/18 11:50PM]	Josh: yeah dude	
[7/6/18 11:50PM]	Josh: smines fucked 	
[7/6/18 11:50PM]	Josh: like everything l0l	
[7/6/18 11:51PM]	Josh: dude i h8 client work 	
[7/6/18 11:51PM]	Josh: i got my hands 	
[7/6/18 11:51PM]	Josh: on a map editor 	
[7/6/18 11:52PM]	Josh: 200 bucks worth lmao	
[7/6/18 11:52PM]	Josh: yeah true tbh 	
[7/6/18 11:53PM]	Blazinblunts: hey valley 	
[7/6/18 11:53PM]	Blazinblunts: vali 	
[7/6/18 11:53PM]	Blazinblunts: hahh	
[7/6/18 11:53PM]	Plug: blazin	
[7/6/18 11:53PM]	Plug: sell me some diamonds?	
[7/6/18 11:53PM]	Blazinblunts: is there another agility course bsides grand tree one	
[7/6/18 11:53PM]	Plug: wildy course i think	
[7/6/18 11:54PM]	Plug: but you have to walk there 	
[7/6/18 11:54PM]	Blazinblunts: ahh ok 	
[7/6/18 11:54PM]	Plug: not sure if its 100% 	
[7/6/18 11:54PM]	Plug: you selling any gems? 	
[7/6/18 11:54PM]	Blazinblunts: ill just stick to apes lol and cut or uncut 	
[7/6/18 11:54PM]	Plug: uncut	
[7/6/18 11:54PM]	Plug: looking for diamonds mainly 	
[7/6/18 11:55PM]	Blazinblunts: only got 24 	
[7/6/18 11:55PM]	Plug: ill buy for 240k? 	
[7/6/18 11:56PM]	Josh: trying to pack 	
[7/6/18 11:56PM]	Josh: new objects and its being a bitch 	
[7/6/18 11:56PM]	Josh: l0l	
[7/6/18 11:56PM]	Plug: ty 	
[7/6/18 11:56PM]	Blazinblunts: np 	
[7/6/18 11:56PM]	Plug: 97 craft	
[7/6/18 11:56PM]	Plug: :p	
[7/6/18 11:56PM]	Blazinblunts: :o 	
[7/6/18 11:57PM]	Josh: hows the cb	
[7/6/18 11:57PM]	Josh: vali 	
[7/6/18 11:57PM]	Josh: combat 	
[7/6/18 11:57PM]	Blazinblunts: i got 1 onyx	
[7/6/18 11:57PM]	Josh: fr3sh 	
[7/6/18 11:57PM]	Plug: you selling that onyx? 	
[7/6/18 11:57PM]	Blazinblunts: nope :p	
[7/6/18 11:57PM]	Plug: 10m? ;p 	
[7/6/18 11:58PM]	Blazinblunts: hah nope :)	
[7/6/18 11:58PM]	Plug: haha okay :p	
[7/6/18 11:58PM]	Josh: btw vali 	
[7/6/18 11:58PM]	Josh: u still with ur same developer friends 	
[7/6/18 11:58PM]	Josh: or u solo 	
[7/6/18 11:59PM]	Josh: damn 	
[7/6/18 11:59PM]	Josh: i respecti t	
[7/6/18 11:59PM]	Josh: lool	
[7/6/18 11:59PM]	Josh: i tried contacting braveyy 	
[7/6/18 11:59PM]	Josh: nothing lol	
[7/6/18 11:59PM]	Josh: thats so sick 	
[7/6/18 11:59PM]	Josh: lol 	
[7/6/18 11:59PM]	Josh: helps alot 	
[7/6/18 11:59PM]	Josh: lmalo	
[7/7/18 12:00AM]	Josh: so sick man	
[7/7/18 12:00AM]	Josh: always wanted a team like that 	
[7/7/18 12:00AM]	Blazinblunts: \	
[7/7/18 12:00AM]	Josh: blunts u smoke my boy	
[7/7/18 12:00AM]	Blazinblunts: can u get me to ape atoll course if it works xd\	
[7/7/18 12:00AM]	Josh: ?	
[7/7/18 12:00AM]	Blazinblunts: alot hahh 	
[7/7/18 12:01AM]	Josh: what strains bro	
[7/7/18 12:01AM]	Blazinblunts: right now gorilla glue 4 	
[7/7/18 12:01AM]	Josh: damn 	
[7/7/18 12:01AM]	Josh: lmao shits fire 	
[7/7/18 12:01AM]	Josh: ever had platinum haze	
[7/7/18 12:01AM]	Josh: ??	
[7/7/18 12:01AM]	Blazinblunts: naaa	
[7/7/18 12:01AM]	Josh: thats good too 	
[7/7/18 12:02AM]	Blazinblunts: i bet pretty much any haze or kush xd	
[7/7/18 12:02AM]	Josh: yea true l0l	
[7/7/18 12:02AM]	Blazinblunts: i got vials of oil to 87% thc	
[7/7/18 12:02AM]	Josh: l0000000000000000l	
[7/7/18 12:02AM]	Josh: yeah 	
[7/7/18 12:03AM]	Josh: i know pplwho are used ot that shit	
[7/7/18 12:03AM]	Josh: so insane 	
[7/7/18 12:03AM]	Blazinblunts: haha its nice cuz i can smoke it in public kinda sortaa 	
[7/7/18 12:03AM]	Blazinblunts: xd 	
[7/7/18 12:03AM]	Blazinblunts: valiii 	
[7/7/18 12:04AM]	Blazinblunts: can u bring me to ape atoll course xd	
[7/7/18 12:05AM]	Blazinblunts: well then any course xd 	
[7/7/18 12:05AM]	Blazinblunts: aside from gnome	
[7/7/18 12:05AM]	Blazinblunts: 59	
[7/7/18 12:05AM]	Blazinblunts: ok 	
[7/7/18 12:06AM]	Blazinblunts: wooooo 	
[7/7/18 12:06AM]	Blazinblunts: tyy 	
[7/7/18 12:06AM]	Blazinblunts: 60 now 	
[7/7/18 12:07AM]	Blazinblunts: ohhh no 	
[7/7/18 12:07AM]	Blazinblunts: xd 	
[7/7/18 12:07AM]	Blazinblunts: m	
[7/7/18 12:08AM]	Blazinblunts: yeaa 	
[7/7/18 12:08AM]	Blazinblunts: i havent been on rsps in a llong time :] 	
[7/7/18 12:16AM]	Plug: dat cape	
[7/7/18 12:16AM]	Plug: lmaoo	
[7/7/18 12:17AM]	Plug: i know hahaha 	
[7/7/18 12:17AM]	Plug: crazy	
[7/7/18 12:18AM]	Plug: watch me go 200m xp without one	
[7/7/18 12:18AM]	Plug: white	
[7/7/18 12:19AM]	Plug: oo nice i didnt set them	
[7/7/18 12:19AM]	Plug: just default	
[7/7/18 12:19AM]	Plug: hell yea 	
[7/7/18 12:20AM]	Plug: treu	
[7/7/18 12:20AM]	Plug: true	
[7/7/18 12:22AM]	Plug: nope :p but i would use them	
[7/7/18 12:22AM]	Plug: pking	
[7/7/18 12:22AM]	Plug: i have music on youtube when i skill or pvm 	
[7/7/18 12:22AM]	Plug: ayy 	
[7/7/18 12:23AM]	Plug: make a strength pure	
[7/7/18 12:23AM]	Plug: haha	
[7/7/18 12:23AM]	Plug: or even harder 	
[7/7/18 12:23AM]	Plug: range tank	
[7/7/18 12:23AM]	Ilav: im gonna do zerker	
[7/7/18 12:23AM]	Ilav: 60 attack zerker	
[7/7/18 12:23AM]	Plug: thats a good one :p	
[7/7/18 12:24AM]	Ilav: gonna put snow on	
[7/7/18 12:25AM]	Ilav: looks so different 	
[7/7/18 12:25AM]	Plug: ooo 	
[7/7/18 12:25AM]	Ilav: you should try it lol 	
[7/7/18 12:26AM]	Plug: haha :p its in setting? 	
[7/7/18 12:26AM]	Ilav: yeah 	
[7/7/18 12:26AM]	Ilav: under fog 	
[7/7/18 12:28AM]	Ilav: oo	
[7/7/18 12:28AM]	Ilav: i need to do duo slayer	
[7/7/18 12:28AM]	Plug: thatd be dope 	
[7/7/18 12:29AM]	Ilav: you dc'd 	
[7/7/18 12:30AM]	Plug: yea :p 	
[7/7/18 12:30AM]	Plug: oooo	
[7/7/18 12:30AM]	Plug: :d 	
[7/7/18 12:30AM]	Ilav: ;)	
[7/7/18 12:30AM]	Plug: shiny crown	
[7/7/18 12:30AM]	Ilav: :)	
[7/7/18 12:30AM]	Plug: thanks :p	
[7/7/18 12:30AM]	Ilav: no problem 	
[7/7/18 12:30AM]	Ilav: i'll send you a commands list on the forums	
[7/7/18 12:30AM]	Plug: ayyy 	
[7/7/18 12:30AM]	Plug: sounds good	
[7/7/18 12:30AM]	Ilav: and a when to use them	
[7/7/18 12:31AM]	Plug: i've moderated a few places before 	
[7/7/18 12:31AM]	Plug: pretty big servers too tbh	
[7/7/18 12:31AM]	Ilav: oh, that's good then. 	
[7/7/18 12:31AM]	Plug: :p	
[7/7/18 12:31AM]	Ilav: my command naming is a bit different	
[7/7/18 12:31AM]	Plug: ahh okay	
[7/7/18 12:31AM]	Ilav: not sure what permissions moderator has 	
[7/7/18 12:31AM]	Ilav: but i use ::summon plug	
[7/7/18 12:31AM]	Ilav: and ::goto plug	
[7/7/18 12:32AM]	Plug: ahh okay	
[7/7/18 12:32AM]	Ilav: don't know if moderator has those.	
[7/7/18 12:32AM]	Ilav: probably do 	
[7/7/18 12:32AM]	Plug: yep 	
[7/7/18 12:32AM]	Ilav: only use them to help others 	
[7/7/18 12:32AM]	Ilav: not to navigate around	
[7/7/18 12:32AM]	Ilav: :p	
[7/7/18 12:32AM]	Plug: ofc 	
[7/7/18 12:33AM]	Plug: what should i do if i suspect macroing 	
[7/7/18 12:33AM]	Plug: just kick? 	
[7/7/18 12:33AM]	Ilav: depends where it is 	
[7/7/18 12:33AM]	Ilav: if they are here	
[7/7/18 12:33AM]	Ilav: teleport home 	
[7/7/18 12:33AM]	Ilav: and summon them  	
[7/7/18 12:33AM]	Ilav: away from the stall 	
[7/7/18 12:33AM]	Plug: okay	
[7/7/18 12:34AM]	Ilav: i'll have random event system done by tomorrow	
[7/7/18 12:34AM]	Ilav: once my files finish uploading 	
[7/7/18 12:34AM]	Ilav: i can't push updates to the vps atm	
[7/7/18 12:34AM]	Plug: ahh 	
[7/7/18 12:35AM]	Plug: the ones that play rust 	
[7/7/18 12:36AM]	Plug: i could get 99 crafting right now	
[7/7/18 12:36AM]	Plug: but i want thatdamn onyx before i leave here :p 	
[7/7/18 12:37AM]	Ilav: haha	
[7/7/18 12:37AM]	Plug: you made ring of wealth untradable im assuming? 	
[7/7/18 12:38AM]	Ilav: uhm	
[7/7/18 12:38AM]	Ilav: it might be tradeable 	
[7/7/18 12:38AM]	Ilav: i don't think we wanted them to be a super rare item	
[7/7/18 12:38AM]	Plug: maybe more incentive to get 99 craft then :p 	
[7/7/18 12:38AM]	Ilav: yeah 	
[7/7/18 12:38AM]	Plug: people will still pay for them that dont wanna get craft up 	
[7/7/18 12:38AM]	Plug: :p	
[7/7/18 12:39AM]	Ilav: yup 	
[7/7/18 12:39AM]	Ilav: i can also give it the effect 	
[7/7/18 12:39AM]	Ilav: like a ring of recoil 	
[7/7/18 12:39AM]	Ilav: so	
[7/7/18 12:39AM]	Ilav: it effects the drop chance	
[7/7/18 12:39AM]	Ilav: for x amount of kills	
[7/7/18 12:39AM]	Plug: i got an idea for an item	
[7/7/18 12:39AM]	Ilav: like 500 kills 	
[7/7/18 12:39AM]	Ilav: and then it breaks	
[7/7/18 12:39AM]	Plug: yeah that would be cool :	
[7/7/18 12:40AM]	Ilav: whats your iea	
[7/7/18 12:40AM]	Ilav: idea	
[7/7/18 12:40AM]	Plug: what i said in cc :p like an item you'd carry in inventory 	
[7/7/18 12:40AM]	Plug: similar to bonecrusher 	
[7/7/18 12:40AM]	Plug: charm magnet or something 	
[7/7/18 12:40AM]	Plug: and use the magnet item	
[7/7/18 12:40AM]	Ilav: ooh 	
[7/7/18 12:40AM]	Ilav: yeah i can do that easily	
[7/7/18 12:40AM]	Ilav: already have bonecrusher done 	
[7/7/18 12:41AM]	Plug: yeah seen in slayer store :p	
[7/7/18 12:41AM]	Plug: would be a good spot for the magnet too	
[7/7/18 12:41AM]	Plug: what is that box lmao 	
[7/7/18 12:41AM]	Ilav: hmm 	
[7/7/18 12:41AM]	Ilav: i need to do something	
[7/7/18 12:42AM]	Ilav: just remembered 	
[7/7/18 12:42AM]	Ilav: it's not safe to leave the server in debug mode	
[7/7/18 12:42AM]	Ilav: lmao 	
[7/7/18 12:42AM]	Plug: ohh lmao 	
[7/7/18 12:44AM]	Ilav: thats better 	
[7/7/18 12:44AM]	Ilav: now i have to restart my account	
[7/7/18 12:44AM]	Plug: haha	
[7/7/18 12:44AM]	Plug: hax;)	
[7/7/18 12:45AM]	Plug: he definitely sniped my onyx 	
[7/7/18 12:45AM]	Plug: left the stalls for like a half hour lmao	
[7/7/18 12:45AM]	Plug: probably not gonna be another onyx till tomorrow ;p 	
[7/7/18 12:51AM]	Ila: you can get the onyx 	
[7/7/18 12:51AM]	Ila: you've probably done like 	
[7/7/18 12:51AM]	Ila: a couple thousand gems	
[7/7/18 12:51AM]	Ila: already	
[7/7/18 12:52AM]	Plug: haha	
[7/7/18 12:52AM]	Plug: 20.8m thieving xp	
[7/7/18 12:56AM]	Plug: yeah it worked 	
[7/7/18 12:56AM]	Plug: cool :p	
[7/7/18 12:56AM]	Plug: ayyy 	
[7/7/18 12:57AM]	Plug: yea :p 	
[7/7/18 12:57AM]	Plug: oo	
[7/7/18 12:58AM]	Plug: yeah i remember that haha 	
[7/7/18 12:58AM]	Plug: moderated an old server that ued to be pretty big	
[7/7/18 12:58AM]	Plug: bainscape	
[7/7/18 12:58AM]	Plug: they had like v18 out at one point lmfao	
[7/7/18 12:59AM]	Plug: okay :p 	
[7/7/18 12:59AM]	Plug: unyellmute	
[7/7/18 12:59AM]	Plug: gave me a message that said i yell muted x[)	
[7/7/18 12:59AM]	Ila: f	
[7/7/18 12:59AM]	Ila: ok cool 	
[7/7/18 01:00AM]	Plug: yea that would be dope :p 	
[7/7/18 01:01AM]	Plug: yeah ill be on	
[7/7/18 01:01AM]	Plug: for a bit 	
