[7/10/18 02:00PM]	Sent Private-Message to User: vali and said 'hey'	
[7/10/18 10:07PM]	Picked up an item (Id: Item [id=12159, amount=7], Amount: 7) at Position: 2983, 3606, 0	
[7/10/18 10:08PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2981, 3631, 0	
[7/10/18 10:08PM]	Picked up an item (Id: Item [id=12158, amount=5], Amount: 5) at Position: 2980, 3630, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2981, 3600, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=12158, amount=1], Amount: 1) at Position: 2982, 3600, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2982, 3600, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=1213, amount=1], Amount: 1) at Position: 2982, 3600, 0	
[7/10/18 10:09PM]	Dropped Item (Id: Item [id=2631, amount=1], Amount: 1) at Position: 2982, 3606, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=868, amount=1], Amount: 1) at Position: 2980, 3612, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2977, 3611, 0	
[7/10/18 10:09PM]	Picked up an item (Id: Item [id=868, amount=1], Amount: 1) at Position: 2979, 3610, 0	
[7/10/18 10:10PM]	Sold Item to shop (Id: 1213, Amount: 2)	
[7/10/18 10:13PM]	Picked up an item (Id: Item [id=868, amount=1], Amount: 1) at Position: 2966, 3619, 0	
[7/10/18 10:13PM]	Picked up an item (Id: Item [id=365, amount=1], Amount: 1) at Position: 2967, 3619, 0	
[7/10/18 10:13PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2967, 3619, 0	
[7/10/18 10:13PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2967, 3619, 0	
[7/10/18 10:13PM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2967, 3619, 0	
[7/10/18 10:13PM]	Picked up an item (Id: Item [id=868, amount=2], Amount: 2) at Position: 2971, 3615, 0	
[7/10/18 10:14PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2978, 3615, 0	
[7/10/18 10:14PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2977, 3616, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=868, amount=6], Amount: 6) at Position: 2984, 3616, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=868, amount=1], Amount: 1) at Position: 2983, 3617, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2982, 3617, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2983, 3617, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=12159, amount=4], Amount: 4) at Position: 2983, 3617, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2972, 3616, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2973, 3617, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2973, 3619, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=868, amount=3], Amount: 3) at Position: 2973, 3619, 0	
[7/10/18 10:15PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2977, 3614, 0	
[7/10/18 10:16PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2977, 3613, 0	
[7/10/18 10:16PM]	Picked up an item (Id: Item [id=868, amount=1], Amount: 1) at Position: 2977, 3615, 0	
[7/10/18 10:16PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2976, 3614, 0	
[7/10/18 10:16PM]	Picked up an item (Id: Item [id=12158, amount=6], Amount: 6) at Position: 2976, 3614, 0	
[7/10/18 10:21PM]	Bought Item from shop (53) (Id: 4155, Amount: 1)	
[7/10/18 10:23PM]	Bought Item from shop (27) (Id: 2441, Amount: 5)	
[7/10/18 10:23PM]	Bought Item from shop (27) (Id: 2443, Amount: 5)	
[7/10/18 10:23PM]	Bought Item from shop (27) (Id: 2437, Amount: 5)	
[7/10/18 10:23PM]	Bought Item from shop (27) (Id: 7946, Amount: 10)	
[7/10/18 10:23PM]	Bought Item from shop (27) (Id: 7946, Amount: 10)	
[7/10/18 10:23PM]	Bought Item from shop (27) (Id: 3008, Amount: 1)	
[7/10/18 10:27PM]	Sold Item to shop (Id: 11119, Amount: 1)	
[7/10/18 10:27PM]	Sold Item to shop (Id: 1148, Amount: 2)	
[7/10/18 10:27PM]	Sold Item to shop (Id: 2364, Amount: 10)	
[7/10/18 10:27PM]	Sold Item to shop (Id: 2364, Amount: 2)	
[7/10/18 10:28PM]	Bought Item from shop (27) (Id: 2452, Amount: 1)	
[7/10/18 10:28PM]	Bought Item from shop (27) (Id: 2452, Amount: 1)	
[7/10/18 10:29PM]	Bought Item from shop (9) (Id: 554, Amount: 500)	
[7/10/18 10:29PM]	Bought Item from shop (9) (Id: 554, Amount: 10)	
[7/10/18 10:29PM]	Bought Item from shop (9) (Id: 554, Amount: 500)	
[7/10/18 10:29PM]	Bought Item from shop (9) (Id: 554, Amount: 500)	
[7/10/18 10:29PM]	Bought Item from shop (13) (Id: 227, Amount: 500)	
[7/10/18 10:29PM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3080, 3504, 0	
[7/10/18 10:29PM]	Bought Item from shop (13) (Id: 227, Amount: 500)	
[7/10/18 10:29PM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3083, 3505, 0	
[7/10/18 10:29PM]	Dropped Item (Id: Item [id=227, amount=1], Amount: 1) at Position: 3087, 3501, 0	
[7/10/18 10:31PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2899, 9803, 0	
[7/10/18 10:32PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2898, 9799, 0	
[7/10/18 10:32PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9797, 0	
[7/10/18 10:33PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:33PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2896, 9797, 0	
[7/10/18 10:34PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2894, 9798, 0	
[7/10/18 10:34PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2894, 9798, 0	
[7/10/18 10:34PM]	Picked up an item (Id: Item [id=12160, amount=2], Amount: 2) at Position: 2895, 9797, 0	
[7/10/18 10:34PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:34PM]	Picked up an item (Id: Item [id=1365, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:34PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2894, 9797, 0	
[7/10/18 10:34PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:34PM]	Dropped Item (Id: Item [id=1365, amount=1], Amount: 1) at Position: 2894, 9797, 0	
[7/10/18 10:35PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2894, 9797, 0	
[7/10/18 10:35PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9796, 0	
[7/10/18 10:36PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9795, 0	
[7/10/18 10:36PM]	Picked up an item (Id: Item [id=12159, amount=2], Amount: 2) at Position: 2896, 9796, 0	
[7/10/18 10:36PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2896, 9795, 0	
[7/10/18 10:36PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2896, 9795, 0	
[7/10/18 10:36PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2896, 9796, 0	
[7/10/18 10:36PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9796, 0	
[7/10/18 10:36PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2896, 9796, 0	
[7/10/18 10:37PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9796, 0	
[7/10/18 10:37PM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 2897, 9796, 0	
[7/10/18 10:38PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9799, 0	
[7/10/18 10:38PM]	Picked up an item (Id: Item [id=12160, amount=5], Amount: 5) at Position: 2895, 9795, 0	
[7/10/18 10:38PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2895, 9796, 0	
[7/10/18 10:38PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2895, 9796, 0	
[7/10/18 10:38PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9796, 0	
[7/10/18 10:39PM]	Picked up an item (Id: Item [id=1213, amount=1], Amount: 1) at Position: 2895, 9796, 0	
[7/10/18 10:39PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9796, 0	
[7/10/18 10:40PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9799, 0	
[7/10/18 10:41PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2900, 9799, 0	
[7/10/18 10:41PM]	Picked up an item (Id: Item [id=561, amount=15], Amount: 15) at Position: 2900, 9800, 0	
[7/10/18 10:42PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9798, 0	
[7/10/18 10:44PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 3099, 3501, 0	
[7/10/18 10:44PM]	Bought Item from shop (27) (Id: 7946, Amount: 9)	
[7/10/18 10:45PM]	Bought Item from shop (27) (Id: 7946, Amount: 4)	
[7/10/18 10:47PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2899, 9800, 0	
[7/10/18 10:47PM]	Picked up an item (Id: Item [id=12158, amount=4], Amount: 4) at Position: 2898, 9799, 0	
[7/10/18 10:48PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2899, 9801, 0	
[7/10/18 10:48PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2896, 9801, 0	
[7/10/18 10:48PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9801, 0	
[7/10/18 10:49PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2896, 9801, 0	
[7/10/18 10:49PM]	Picked up an item (Id: Item [id=365, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:49PM]	Picked up an item (Id: Item [id=12159, amount=1], Amount: 1) at Position: 2896, 9801, 0	
[7/10/18 10:49PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9799, 0	
[7/10/18 10:49PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2897, 9799, 0	
[7/10/18 10:49PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9801, 0	
[7/10/18 10:49PM]	Picked up an item (Id: Item [id=12163, amount=2], Amount: 2) at Position: 2896, 9801, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=1213, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Dropped Item (Id: Item [id=3475, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:50PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9800, 0	
[7/10/18 10:51PM]	Picked up an item (Id: Item [id=12159, amount=6], Amount: 6) at Position: 2897, 9798, 0	
[7/10/18 10:51PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:53PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:53PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:53PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2895, 9797, 0	
[7/10/18 10:54PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2895, 9796, 0	
[7/10/18 10:54PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:54PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2899, 9799, 0	
[7/10/18 10:54PM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:54PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:54PM]	Dropped Item (Id: Item [id=7364, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:54PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:54PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9798, 0	
[7/10/18 10:54PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 2901, 9797, 0	
[7/10/18 10:55PM]	Picked up an item (Id: Item [id=12160, amount=6], Amount: 6) at Position: 2901, 9797, 0	
[7/10/18 10:55PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2902, 9797, 0	
[7/10/18 10:55PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 3099, 3508, 0	
[7/10/18 10:58PM]	Bought Item from shop (27) (Id: 7946, Amount: 5)	
[7/10/18 10:58PM]	Bought Item from shop (27) (Id: 7946, Amount: 10)	
[7/10/18 10:59PM]	Bought Item from shop (27) (Id: 7946, Amount: 6)	
[7/10/18 11:02PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2902, 9802, 0	
[7/10/18 11:03PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2900, 9802, 0	
[7/10/18 11:03PM]	Picked up an item (Id: Item [id=203, amount=1], Amount: 1) at Position: 2899, 9803, 0	
[7/10/18 11:03PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2900, 9803, 0	
[7/10/18 11:03PM]	Dropped Item (Id: Item [id=203, amount=1], Amount: 0) at Position: 2899, 9803, 0	
[7/10/18 11:03PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 0) at Position: 2899, 9803, 0	
[7/10/18 11:03PM]	Picked up an item (Id: Item [id=12160, amount=1], Amount: 1) at Position: 2899, 9803, 0	
[7/10/18 11:04PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2900, 9801, 0	
[7/10/18 11:04PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2903, 9800, 0	
[7/10/18 11:04PM]	Picked up an item (Id: Item [id=12163, amount=4], Amount: 4) at Position: 2903, 9801, 0	
[7/10/18 11:04PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2903, 9801, 0	
[7/10/18 11:05PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:05PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:05PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:05PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:06PM]	Picked up an item (Id: Item [id=365, amount=1], Amount: 1) at Position: 2901, 9800, 0	
[7/10/18 11:06PM]	Picked up an item (Id: Item [id=12160, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:06PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:06PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2902, 9800, 0	
[7/10/18 11:06PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2898, 9799, 0	
[7/10/18 11:06PM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2898, 9799, 0	
[7/10/18 11:07PM]	Picked up an item (Id: Item [id=365, amount=1], Amount: 1) at Position: 2899, 9799, 0	
[7/10/18 11:07PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2900, 9799, 0	
[7/10/18 11:07PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9798, 0	
[7/10/18 11:07PM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2898, 9798, 0	
[7/10/18 11:08PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2898, 9799, 0	
[7/10/18 11:08PM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2898, 9799, 0	
[7/10/18 11:08PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2898, 9797, 0	
[7/10/18 11:09PM]	Picked up an item (Id: Item [id=12163, amount=6], Amount: 6) at Position: 2901, 9797, 0	
[7/10/18 11:09PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2902, 9797, 0	
[7/10/18 11:10PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9797, 0	
[7/10/18 11:11PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2900, 9798, 0	
[7/10/18 11:11PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2900, 9799, 0	
[7/10/18 11:11PM]	Picked up an item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2900, 9799, 0	
[7/10/18 11:11PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2900, 9799, 0	
[7/10/18 11:11PM]	Dropped Item (Id: Item [id=1751, amount=1], Amount: 1) at Position: 2900, 9799, 0	
[7/10/18 11:11PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2896, 9797, 0	
[7/10/18 11:12PM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2897, 9797, 0	
[7/10/18 11:12PM]	Picked up an item (Id: Item [id=536, amount=1], Amount: 1) at Position: 2897, 9797, 0	
---[7/10/18 11:16PM]	---
Raymond has received 4077516 Coins from Thug
[7/11/18 12:31AM]	Bought Item from shop (27) (Id: 7946, Amount: 10)	
[7/11/18 12:31AM]	Bought Item from shop (27) (Id: 7946, Amount: 10)	
[7/11/18 12:31AM]	Bought Item from shop (27) (Id: 7946, Amount: 1)	
[7/11/18 12:34AM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2871, 9775, 0	
[7/11/18 12:35AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2870, 9774, 0	
[7/11/18 12:35AM]	Picked up an item (Id: Item [id=211, amount=1], Amount: 1) at Position: 2869, 9774, 0	
[7/11/18 12:35AM]	Dropped Item (Id: Item [id=211, amount=1], Amount: 1) at Position: 2860, 9777, 0	
[7/11/18 12:35AM]	Picked up an item (Id: Item [id=12159, amount=4], Amount: 4) at Position: 2860, 9777, 0	
[7/11/18 12:36AM]	Picked up an item (Id: Item [id=12160, amount=1], Amount: 1) at Position: 2861, 9771, 0	
[7/11/18 12:37AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2870, 9774, 0	
[7/11/18 12:37AM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2869, 9774, 0	
[7/11/18 12:44AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2861, 9779, 0	
[7/11/18 01:06AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2863, 9770, 0	
[7/11/18 01:06AM]	Picked up an item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2864, 9770, 0	
[7/11/18 01:06AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2864, 9770, 0	
[7/11/18 01:06AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 0) at Position: 2864, 9770, 0	
[7/11/18 01:10AM]	Dropped Item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2864, 9772, 0	
[7/11/18 01:10AM]	Dropped Item (Id: Item [id=209, amount=1], Amount: 1) at Position: 2864, 9772, 0	
[7/11/18 01:10AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2864, 9772, 0	
[7/11/18 01:10AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2864, 9772, 0	
[7/11/18 01:11AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2864, 9772, 0	
[7/11/18 01:11AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2865, 9772, 0	
[7/11/18 01:20AM]	Picked up an item (Id: Item [id=12160, amount=4], Amount: 4) at Position: 2862, 9777, 0	
[7/11/18 01:20AM]	Picked up an item (Id: Item [id=12158, amount=2], Amount: 2) at Position: 2862, 9779, 0	
[7/11/18 01:22AM]	Picked up an item (Id: Item [id=12160, amount=5], Amount: 5) at Position: 2863, 9772, 0	
[7/11/18 01:24AM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2857, 9779, 0	
[7/11/18 01:25AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2870, 9777, 0	
[7/11/18 01:25AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2870, 9777, 0	
[7/11/18 01:25AM]	Picked up an item (Id: Item [id=12160, amount=7], Amount: 7) at Position: 2870, 9777, 0	
[7/11/18 01:27AM]	Dropped Item (Id: Item [id=7386, amount=1], Amount: 1) at Position: 2870, 9775, 0	
[7/11/18 01:27AM]	Picked up an item (Id: Item [id=133, amount=1], Amount: 1) at Position: 2870, 9775, 0	
[7/11/18 01:29AM]	Picked up an item (Id: Item [id=379, amount=1], Amount: 1) at Position: 2869, 9773, 0	
[7/11/18 01:29AM]	Picked up an item (Id: Item [id=379, amount=1], Amount: 1) at Position: 2868, 9772, 0	
[7/11/18 01:29AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2869, 9772, 0	
[7/11/18 01:29AM]	Dropped Item (Id: Item [id=229, amount=1], Amount: 1) at Position: 2866, 9769, 0	
[7/11/18 01:30AM]	Picked up an item (Id: Item [id=12160, amount=2], Amount: 2) at Position: 2863, 9768, 0	
[7/11/18 01:31AM]	Picked up an item (Id: Item [id=987, amount=1], Amount: 1) at Position: 2870, 9775, 0	
[7/11/18 01:31AM]	Picked up an item (Id: Item [id=12163, amount=3], Amount: 3) at Position: 2870, 9775, 0	
---[7/11/18 01:34AM]	---
Raymond has given 15 Uncut Dragonstone to Thug
Raymond has given 4 Uncut Diamond to Thug
Raymond has given 10 Uncut Ruby to Thug
[7/11/18 01:34AM]	Sold Item to shop (Id: 2364, Amount: 10)	
[7/11/18 01:35AM]	Sold Item to shop (Id: 1514, Amount: 10)	
[7/11/18 01:35AM]	Sold Item to shop (Id: 1514, Amount: 10)	
[7/11/18 01:35AM]	Bought Item from shop (27) (Id: 7946, Amount: 10)	
[7/11/18 01:35AM]	Bought Item from shop (27) (Id: 7946, Amount: 6)	
[7/11/18 01:43AM]	Picked up an item (Id: Item [id=12163, amount=2], Amount: 2) at Position: 2871, 9777, 0	
[7/11/18 01:45AM]	Picked up an item (Id: Item [id=12158, amount=7], Amount: 7) at Position: 2871, 9778, 0	
[7/11/18 01:46AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2871, 9777, 0	
[7/11/18 01:48AM]	Picked up an item (Id: Item [id=1283, amount=1], Amount: 1) at Position: 2871, 9775, 0	
[7/11/18 01:48AM]	Picked up an item (Id: Item [id=379, amount=1], Amount: 1) at Position: 2871, 9776, 0	
[7/11/18 01:48AM]	Dropped Item (Id: Item [id=1283, amount=1], Amount: 57732) at Position: 2871, 9776, 0	
[7/11/18 01:48AM]	Sent Private-Message to User: vali and said 'this is gold donator ?'	
[7/11/18 01:48AM]	Sent Private-Message to User: vali and said 'or gold member i mean'	
[7/11/18 01:48AM]	Recieved Private-Message from User: Vali which said 'ye '	
[7/11/18 01:48AM]	Sent Private-Message to User: vali and said 'whats diff '	
[7/11/18 01:48AM]	Sent Private-Message to User: vali and said 'between gold member n donator '	
[7/11/18 01:48AM]	Sent Private-Message to User: vali and said 'tried to yell'	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'well ppl can donate but not for the rank '	
[7/11/18 01:49AM]	Sent Private-Message to User: vali and said 'ah'	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'like you donate for items '	
[7/11/18 01:49AM]	Sent Private-Message to User: vali and said 'ahh '	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'gold member is the only rank'	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'for donators '	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'to buy'	
[7/11/18 01:49AM]	Sent Private-Message to User: vali and said 'cause it says you must be gold member to yell '	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'really? '	
[7/11/18 01:49AM]	Sent Private-Message to User: vali and said 'ye '	
[7/11/18 01:49AM]	Recieved Private-Message from User: Vali which said 'i'll have to fix that ;p'	
[7/11/18 01:49AM]	Sent Private-Message to User: vali and said 'quest tab says gold member: no'	
[7/11/18 01:49AM]	Picked up an item (Id: Item [id=12163, amount=3], Amount: 3) at Position: 2863, 9768, 0	
[7/11/18 01:53AM]	Picked up an item (Id: Item [id=1147, amount=1], Amount: 1) at Position: 2864, 9769, 0	
[7/11/18 01:53AM]	Picked up an item (Id: Item [id=2714, amount=1], Amount: 1) at Position: 2864, 9769, 0	
[7/11/18 01:54AM]	Picked up an item (Id: Item [id=6759, amount=1], Amount: 1) at Position: 2865, 9769, 0	
[7/11/18 01:54AM]	Picked up an item (Id: Item [id=985, amount=1], Amount: 1) at Position: 2865, 9769, 0	
[7/11/18 01:55AM]	Picked up an item (Id: Item [id=1361, amount=1], Amount: 1) at Position: 2862, 9778, 0	
[7/11/18 01:55AM]	Picked up an item (Id: Item [id=199, amount=1], Amount: 1) at Position: 2861, 9778, 0	
